timestamp,group,idx,seed,use_json_schema,status,elapsed_s,input_tokens,output_tokens,total_tokens,chars,outfile,error

2025-07-09T10:49:27,min_promote_rag,1,42,True,success,17.414,1456,131,3126,373,output\min_promote_rag\01_seed42.json,
2025-07-09T10:49:38,min_promote_rag,1,1001,True,success,10.614,1456,131,2448,373,output\min_promote_rag\01_seed1001.json,
2025-07-09T15:21:40,min_promote_rag,1,20250701,True,success,12.273,1456,131,2649,373,output\min_promote_rag\01_seed20250701.json,


2025-07-09T10:49:59,min_promote_rag,2,42,True,success,7.741,1455,130,2184,365,output\min_promote_rag\02_seed42.json,
2025-07-09T10:50:11,min_promote_rag,2,1001,True,success,11.115,1455,130,2518,365,output\min_promote_rag\02_seed1001.json,
2025-07-09T15:21:52,min_promote_rag,2,20250701,True,success,11.282,1455,130,2517,365,output\min_promote_rag\02_seed20250701.json,


2025-07-09T10:50:34,min_promote_rag,3,42,True,success,11.083,1463,138,2502,375,output\min_promote_rag\03_seed42.json,
2025-07-09T10:50:44,min_promote_rag,3,1001,True,success,9.127,1463,138,2328,375,output\min_promote_rag\03_seed1001.json,
2025-07-09T15:22:02,min_promote_rag,3,20250701,True,success,9.894,1463,138,2450,375,output\min_promote_rag\03_seed20250701.json,


2025-07-09T10:51:05,min_promote_rag,4,42,True,success,10.993,1459,134,2514,379,output\min_promote_rag\04_seed42.json,
2025-07-09T10:51:15,min_promote_rag,4,1001,True,success,9.508,1459,134,2335,379,output\min_promote_rag\04_seed1001.json,
2025-07-09T15:22:15,min_promote_rag,4,20250701,True,success,12.151,1459,134,2694,379,output\min_promote_rag\04_seed20250701.json,


2025-07-09T10:51:35,min_promote_rag,5,42,True,success,7.986,1455,130,2222,365,output\min_promote_rag\05_seed42.json,
2025-07-09T10:51:45,min_promote_rag,5,1001,True,success,9.615,1455,130,2375,365,output\min_promote_rag\05_seed1001.json,
2025-07-09T15:22:25,min_promote_rag,5,20250701,True,success,9.851,1455,130,2310,365,output\min_promote_rag\05_seed20250701.json,


2025-07-09T10:52:03,min_promote_rag,6,42,True,success,8.711,1463,138,2260,375,output\min_promote_rag\06_seed42.json,
2025-07-09T10:52:12,min_promote_rag,6,1001,True,success,7.811,1463,138,2232,375,output\min_promote_rag\06_seed1001.json,
2025-07-09T15:22:35,min_promote_rag,6,20250701,True,success,8.981,1463,138,2232,375,output\min_promote_rag\06_seed20250701.json,



2025-07-09T11:15:03,mid_promote_rag,1,42,True,success,45.452,3775,629,8566,1884,output\mid_promote_rag\01_seed42.json,
2025-07-09T11:16:02,mid_promote_rag,1,1001,True,success,58.290,3775,621,10309,1867,output\mid_promote_rag\01_seed1001.json,
2025-07-09T15:14:31,mid_promote_rag,1,20250701,True,success,46.206,3775,625,8656,1872,output\mid_promote_rag\01_seed20250701.json,


2025-07-09T11:17:30,mid_promote_rag,2,42,True,success,48.917,3772,1197,9242,4173,output\mid_promote_rag\02_seed42.json,
2025-07-09T11:18:15,mid_promote_rag,2,1001,True,success,44.138,3772,1178,8618,4131,output\mid_promote_rag\02_seed1001.json,
2025-07-09T15:15:17,mid_promote_rag,2,20250701,True,success,44.885,3345,1220,8039,4186,output\mid_promote_rag\02_seed20250701.json,


2025-07-09T11:19:48,mid_promote_rag,3,42,True,success,55.466,3756,1213,9749,4225,output\mid_promote_rag\03_seed42.json,
2025-07-09T11:20:38,mid_promote_rag,3,1001,True,success,49.290,3756,1210,9346,4224,output\mid_promote_rag\03_seed1001.json,
2025-07-09T15:15:57,mid_promote_rag,3,20250701,True,success,39.906,3756,1228,7956,4265,output\mid_promote_rag\03_seed20250701.json,


2025-07-09T11:21:58,mid_promote_rag,4,42,True,success,34.886,3750,640,7525,1914,output\mid_promote_rag\04_seed42.json,
2025-07-09T11:22:45,mid_promote_rag,4,1001,True,success,46.529,3750,1175,8805,4170,output\mid_promote_rag\04_seed1001.json,
2025-07-09T15:16:53,mid_promote_rag,4,20250701,True,success,55.757,3750,1168,9629,4158,output\mid_promote_rag\04_seed20250701.json,


2025-07-09T11:24:11,mid_promote_rag,5,42,True,success,31.664,3757,1220,7487,4198,output\mid_promote_rag\05_seed42.json,
2025-07-09T11:24:51,mid_promote_rag,5,1001,True,success,38.956,3757,659,8237,1927,output\mid_promote_rag\05_seed1001.json,
2025-07-09T15:17:35,mid_promote_rag,5,20250701,True,success,41.265,3757,661,8011,1930,output\mid_promote_rag\05_seed20250701.json,


2025-07-09T11:26:11,mid_promote_rag,6,42,True,success,41.297,3754,654,8108,1929,output\mid_promote_rag\06_seed42.json,
2025-07-09T11:26:48,mid_promote_rag,6,1001,True,success,36.935,3754,1200,7788,4184,output\mid_promote_rag\06_seed1001.json,
2025-07-09T15:18:18,mid_promote_rag,6,20250701,True,success,42.451,3754,1200,8453,4181,output\mid_promote_rag\06_seed20250701.json,


2025-07-09T11:28:40,mid_promote_rag,7,42,True,success,54.814,3768,609,9816,1845,output\mid_promote_rag\07_seed42.json,
2025-07-09T11:29:24,mid_promote_rag,7,1001,True,success,43.877,3768,642,8522,1899,output\mid_promote_rag\07_seed1001.json,
2025-07-09T15:18:55,mid_promote_rag,7,20250701,True,success,36.885,3768,642,7725,1899,output\mid_promote_rag\07_seed20250701.json,



2025-07-09T14:35:56,full_promote_rag,1,42,True,success,104.691,7497,2184,18154,7667,output\full_promote_rag\01_seed42.json,
2025-07-09T14:47:24,full_promote_rag,1,1001,True,success,74.249,7851,2757,15735,8659,output\full_promote_rag\01_seed1001.json,
2025-07-09T14:48:22,full_promote_rag,1,20250701,True,success,57.713,7851,2523,13937,7798,output\full_promote_rag\01_seed20250701.json,

2025-07-09T14:49:33,full_promote_rag,2,42,True,success,69.753,7882,2756,15524,8685,output\full_promote_rag\02_seed42.json,
2025-07-09T14:50:41,full_promote_rag,2,1001,True,success,68.221,7882,2760,15441,8690,output\full_promote_rag\02_seed1001.json,
2025-07-09T14:51:55,full_promote_rag,2,20250701,True,success,73.211,7882,2685,15637,8550,output\full_promote_rag\02_seed20250701.json,

2025-07-09T14:53:06,full_promote_rag,3,42,True,success,70.299,7881,2760,15673,8693,output\full_promote_rag\03_seed42.json,
2025-07-09T14:54:15,full_promote_rag,3,1001,True,success,68.458,7881,2745,15249,8622,output\full_promote_rag\03_seed1001.json,
2025-07-09T14:55:12,full_promote_rag,3,20250701,True,success,56.433,7881,2798,14132,8673,output\full_promote_rag\03_seed20250701.json,

