timestamp,Method,Group,idx,seed,status,elapsed_s,input_tokens,output_tokens,total_tokens,chars,memory_delta
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,1,42,success,133.826,6629,3088,9717,5884,0.32
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,1,1001,success,114.399,6629,2936,9565,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,1,20250701,success,117.204,6629,3071,9700,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,2,42,success,115.817,6663,2917,9580,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,2,1001,success,121.177,6663,3062,9725,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,2,20250701,success,117.426,6663,2960,9623,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,3,42,success,116.838,6663,3009,9672,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,3,1001,success,118.555,6663,2978,9641,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,3,20250701,success,122.666,6663,3016,9679,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,4,42,success,118.714,6629,2987,9616,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,4,1001,success,117.643,6629,3021,9650,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,4,20250701,success,115.888,6629,2970,9599,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,5,42,success,159.022,6654,3450,10104,6839,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,5,1001,success,129.288,6654,3405,10059,6839,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,5,20250701,success,130.022,6654,3433,10087,6839,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,6,42,success,115.844,6629,3058,9687,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,6,1001,success,112.596,6629,2955,9584,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,6,20250701,success,115.636,6629,3047,9676,5884,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,7,42,success,150.324,6679,3368,10047,6776,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,7,1001,success,128.653,6679,3430,10109,6776,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,full_promote,7,20250701,success,127.002,6679,3314,9993,6776,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,8,42,success,80.619,2907,1448,4355,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,8,1001,success,55.597,2907,1416,4323,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,8,20250701,success,57.925,2907,1465,4372,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,9,42,success,58.702,2906,1458,4364,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,9,1001,success,58.15,2906,1423,4329,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,9,20250701,success,58.681,2906,1455,4361,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,10,42,success,58.116,2892,1471,4363,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,10,1001,success,56.008,2892,1416,4308,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,10,20250701,success,58.635,2892,1455,4347,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,11,42,success,59.69,2886,1448,4334,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,11,1001,success,59.434,2886,1426,4312,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,11,20250701,success,60.849,2886,1455,4341,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,12,42,success,59.578,2892,1462,4354,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,12,1001,success,58.256,2892,1422,4314,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,12,20250701,success,58.249,2892,1455,4347,3181,0.0
2025-07-16T16:54:08,vLLM GBNF+RAG,mid_promote,13,42,success,59.459,2888,1460,4348,3181,0.0
