timestamp,group,idx,seed,use_json_schema,status,elapsed_s,input_tokens,output_tokens,total_tokens,chars,outfile,error
2025-07-07T21:16:01,min_promote_rag,1,42,True,error,21.437,0,0,0,0,output\min_promote_rag\01_seed42.json,Object of type MapComposite is not JSON serializable
2025-07-07T21:16:15,min_promote_rag,1,1001,True,error,12.292,0,0,0,0,output\min_promote_rag\01_seed1001.json,Object of type MapComposite is not JSON serializable
2025-07-07T21:16:29,min_promote_rag,1,20240704,True,error,11.782,0,0,0,0,output\min_promote_rag\01_seed20240704.json,Object of type MapComposite is not JSON serializable
2025-07-07T22:24:00,min_promote_rag,1,42,True,error,14.684,0,0,0,0,output\min_promote_rag\01_seed42.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:24:30,min_promote_rag,1,1001,True,error,28.698,0,0,0,0,output\min_promote_rag\01_seed1001.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:24:46,min_promote_rag,1,20240704,True,error,14.093,0,0,0,0,output\min_promote_rag\01_seed20240704.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:29:02,min_promote_rag,1,42,True,error,15.399,0,0,0,0,output\min_promote_rag\01_seed42.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:29:18,min_promote_rag,1,1001,True,error,15.262,0,0,0,0,output\min_promote_rag\01_seed1001.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:29:32,min_promote_rag,1,20240704,True,error,12.064,0,0,0,0,output\min_promote_rag\01_seed20240704.json,Object of type MessageMapContainer is not JSON serializable
2025-07-07T22:34:25,min_promote_rag,1,42,True,success,16.688,1244,64,8163,203,output\min_promote_rag\01_seed42.json,
2025-07-07T22:34:40,min_promote_rag,1,1001,True,error,14.781,0,0,0,0,output\min_promote_rag\01_seed1001.json,Empty response from Gemini
2025-07-07T22:34:56,min_promote_rag,1,20240704,True,success,14.432,1244,64,6088,203,output\min_promote_rag\01_seed20240704.json,
2025-07-08T11:03:49,min_promote_rag,1,1001,True,success,15.743,1244,65,8119,203,output\min_promote_rag\01_seed1001.json,
2025-07-08T11:08:13,min_promote_rag,1,42,True,success,13.955,1288,75,6898,373,output\min_promote_rag\01_seed42.json,
2025-07-08T11:08:26,min_promote_rag,1,1001,True,success,11.778,1288,75,6853,373,output\min_promote_rag\01_seed1001.json,
2025-07-08T11:08:38,min_promote_rag,1,20240704,True,error,11.598,0,0,0,0,output\min_promote_rag\01_seed20240704.json,Empty response from Gemini
